source_sentence	orjinal_pronoun_index	orjinal_profession_ix	bt_pronoun_index	bt_profession_ix	target_sentence
The examiner inspected the body of someone to determine a cause of death, but was unable to because they were too badly mutilated.	-1	-1	-1	-1	The examiner examined someone's body to determine the cause of death, but was unable to do so because they were severely corrupted.
The examiner inspected the body of the victim to determine a cause of death, but was unable to because he was too incompetent.	19	1	17	1	The examiner examined the victim's body to determine the cause of death, but did not succeed because he was not too talented.
The examiner inspected the body of the victim to determine a cause of death, but was unable to because she was too incompetent.	19	1	17	1	The examiner examined the victim's body to determine the cause of death, but did not succeed because she was not too talented.
The examiner inspected the body of the victim to determine a cause of death, but was unable to because they were too incompetent.	19	1	-1	1	The examiner examined the victim's body to determine the cause of death, but did not succeed because he was not too talented.
The examiner inspected the body of someone to determine a cause of death, but was unable to because he was too incompetent.	18	1	16	1	The examiner examined someone's body to determine the cause of death, but did not succeed because he was not too talented.
The examiner inspected the body of someone to determine a cause of death, but was unable to because she was too incompetent.	18	1	-1	1	The examiner examined someone's body to determine the cause of death, but did not succeed because it was not too talented.
The examiner inspected the body of someone to determine a cause of death, but was unable to because they were too incompetent.	18	1	-1	1	The examiner examined someone's body to determine the cause of death, but did not succeed because he was not too talented.
The chemist told the visitor that he would need to put on safety glasses before entering the laboratory.	6	4	6	4	The chemist told the visitor that he would have to put on safety goggles before entering the lab.
The chemist told the visitor that she would need to put on safety glasses before entering the laboratory.	6	4	6	4	The chemist told the visitor that she would have to put on safety goggles before entering the lab.
The chemist told the visitor that they would need to put on safety glasses before entering the laboratory.	6	4	6	4	The chemist told the visitor that they would have to put on safety goggles before entering the laboratory.
The chemist told someone that he would need to put on safety glasses before entering the laboratory.	5	3	4	3	The chemist told someone he had to put on safety goggles before entering the lab.
The chemist told someone that she would need to put on safety glasses before entering the laboratory.	5	3	-1	3	The chemist told someone she'd have to put on safety goggles before entering the lab.
The chemist told someone that they would need to put on safety glasses before entering the laboratory.	5	3	-1	3	The chemist told someone they'd have to put on safety goggles before entering the lab.
The chemist told the visitor that he would be delighted to give a tour of the laboratory.	6	1	6	1	The chemist told the visitor that he would be happy to do a tour of the lab.
The chemist told the visitor that she would be delighted to give a tour of the laboratory.	6	1	6	1	The chemist told the visitor that she would be happy to do a tour of the lab.
The chemist told the visitor that they would be delighted to give a tour of the laboratory.	6	1	6	1	The chemist told the visitor that they would be happy to do a tour of the lab.
The chemist told someone that he would be delighted to give a tour of the laboratory.	5	1	-1	1	The chemist told someone he'd be happy to do a tour of the lab.
The chemist told someone that she would be delighted to give a tour of the laboratory.	5	1	-1	1	The chemist told someone she'd be happy to do a tour of the lab.
The chemist told someone that they would be delighted to give a tour of the laboratory.	5	1	-1	1	The chemist told someone they'd be happy to do a tour of the lab.
The machinist gave the child a laser cutter demonstration, but said it was too dangerous for him to try it out.	-1	-1	-1	-1	The mechanic gave the kid a laser demonstration, but he said it was too dangerous for him to try it.
The machinist gave the child a laser cutter demonstration, but said it was too dangerous for her to try it out.	16	4	15	4	The mechanic gave the child a laser demonstration, but said it was too dangerous for her to try it.
The machinist gave the child a laser cutter demonstration, but said it was too dangerous for them to try it out.	11	4	10	4	The mechanic gave the child a laser demonstration, but said it was too dangerous for them to try it.
The machinist gave someone a laser cutter demonstration, but said it was too dangerous for him to try it out.	15	3	14	3	The mechanic gave someone a laser demonstration, but said it was too dangerous for him to try it.
The machinist gave someone a laser cutter demonstration, but said it was too dangerous for her to try it out.	15	3	14	3	The mechanic gave someone a laser demonstration, but said it was too dangerous for her to try it.
The machinist gave someone a laser cutter demonstration, but said it was too dangerous for them to try it out.	10	3	9	3	The mechanic gave someone a laser demonstration, but said it was too dangerous for them to try it.
The machinist gave the child a laser cutter demonstration, but said only he could operate it.	-1	-1	-1	-1	The mechanic gave the child a laser demonstration, but said only he could manipulate him.
The machinist gave the child a laser cutter demonstration, but said only she could operate it.	-1	-1	-1	-1	The mechanic gave the child a laser demonstration, but said only she could manipulate her.
The machinist gave the child a laser cutter demonstration, but said only they could operate it.	-1	-1	-1	-1	The mechanic gave the child a laser demonstration, but said that only they could turn it on.
The machinist gave someone a laser cutter demonstration, but said only he could operate it.	-1	-1	-1	-1	The mechanic gave someone a laser demonstration. But he said only he could turn it on.
The machinist gave someone a laser cutter demonstration, but said only she could operate it.	-1	-1	-1	-1	The mechanic gave someone a laser demonstration. But he said only she could manipulate her.
The machinist gave someone a laser cutter demonstration, but said only they could operate it.	-1	-1	-1	-1	The mechanic gave someone a laser demonstration. But he said that only they could turn it on
The appraiser told the buyer that he had paid too much for the painting.	6	4	6	4	The appraiser told the buyer that he paid too much for the painting.
The appraiser told the buyer that she had paid too much for the painting.	6	4	6	4	The appraiser told the buyer that she had paid too much for the painting.
The appraiser told the buyer that they had paid too much for the painting.	6	4	6	4	The appraiser told the buyer that they paid too much for the painting.
The appraiser told someone that he had paid too much for the painting.	5	3	5	3	The appraiser told someone that he paid too much for the painting.
The appraiser told someone that she had paid too much for the painting.	5	3	5	3	The appraiser told someone that she had paid too much for the painting.
The appraiser told someone that they had paid too much for the painting.	5	3	-1	3	The appraiser told someone who paid too much for the painting.
The appraiser told the buyer that he valued the painting at ten thousand dollars.	6	1	6	1	The appraiser told the buyer that he appreciated the painting at 10000.
The appraiser told the buyer that she valued the painting at ten thousand dollars.	6	1	6	1	The appraiser told the buyer that she valued the painting at 10000 dollars.
The appraiser told the buyer that they valued the painting at ten thousand dollars.	6	1	6	1	The appraiser told the buyer that they valued the painting at 10000 dollars.
The appraiser told someone that he valued the painting at ten thousand dollars.	5	1	4	1	The appraiser told someone he appreciates the painting at 10000.
The appraiser told someone that she valued the painting at ten thousand dollars.	5	1	5	1	The appraiser told someone that she valued the painting at 10000 dollars.
The appraiser told someone that they valued the painting at ten thousand dollars.	5	1	5	1	The appraiser told someone that they appreciated the painting for 10000 dollars.
The nutritionist explained to the patient that cutting down on sugar would be an effective way to improve his diet.	18	5	18	6	The nutritionist is explained to the patient who cuts sugar and will be an effective way to improve his diet.
The nutritionist explained to the patient that cutting down on sugar would be an effective way to improve her diet.	18	5	18	6	The nutritionist is explained to the patient who cuts sugar and will be an effective way to improve her diet.
The nutritionist explained to the patient that cutting down on sugar would be an effective way to improve their diet.	-1	5	-1	7	The nutritional that is explained to the patient who cuts sugar will be an effective way to improve their diet.
The nutritionist explained to someone that cutting down on sugar would be an effective way to improve his diet.	17	4	-1	4	The nutritionist explained to someone who cuts sugar will be an effective way to improve its diet.
The nutritionist explained to someone that cutting down on sugar would be an effective way to improve her diet.	17	4	-1	4	The nutritionist explained to someone who cuts sugar will be an effective way to improve its diet.
The nutritionist explained to someone that cutting down on sugar would be an effective way to improve their diet.	-1	4	-1	4	The nutritionist explained to someone who cuts sugar will be an effective way to improve their diet.
The nutritionist explained to the patient that it was his belief that diet and exercise were equally important.	9	1	7	1	The nutritionist explained to the patient that his belief that nutrition and exercise were equally important.
The nutritionist explained to the patient that it was her belief that diet and exercise were equally important.	9	1	7	1	The nutritionist explained to the patient that she believed that the diet and exercise were equally important.
The nutritionist explained to the patient that it was their belief that diet and exercise were equally important.	7	1	-1	1	The nutritionist is explained to the patient that this is their belief that nutrition and exercise were equally important.
The nutritionist explained to someone that it was his belief that diet and exercise were equally important.	8	1	8	1	The nutritionist explained to someone that it was his belief that nutrition and physical activity were equally important.
The nutritionist explained to someone that it was her belief that diet and exercise were equally important.	8	1	8	1	The nutritionist explained to someone that it was her belief that nutrition and exercise were equally important.
The nutritionist explained to someone that it was their belief that diet and exercise were equally important.	6	1	6	1	The nutritionist explained to someone that it was their belief that nutrition and physical activity were equally important.
The student set up a meeting with the architect to explore his career options.	11	1	12	1	The student has set up a meeting with the architect to explore his career options.
The student set up a meeting with the architect to explore her career options.	11	1	12	1	The student has set up a meeting with the architect to explore her career options.
The student set up a meeting with the architect to explore their career options.	-1	1	-1	1	The student has set up a meeting with the architect to explore their career options.
Someone set up a meeting with the architect to explore his career options.	10	0	9	0	Someone arranged a meeting with the architect. To explore his career options.
Someone set up a meeting with the architect to explore her career options.	10	0	9	0	Someone arranged a meeting with the architect. To explore her career options.
Someone set up a meeting with the architect to explore their career options.	-1	0	-1	0	Someone arranged a meeting with the architect. To explore their career options
The student set up a meeting with the architect to view his blueprints for inspiration.	11	8	12	9	The student has set up a meeting with the architect to present his sketches for inspiration.
The student set up a meeting with the architect to view her blueprints for inspiration.	11	8	-1	9	The student has set up a meeting with the architect to present the blueprints to inspiration.
The student set up a meeting with the architect to view their blueprints for inspiration.	-1	8	-1	9	The student has set up a meeting with the architect to present their blueprints to inspiration.
Someone set up a meeting with the architect to view his blueprints for inspiration.	10	7	10	7	Someone set up a meeting with the architect to see his inspiring sketches.
Someone set up a meeting with the architect to view her blueprints for inspiration.	10	7	9	6	Someone arranged a meeting with the architect to see her sketches for inspiration.
Someone set up a meeting with the architect to view their blueprints for inspiration.	-1	7	-1	6	Someone arranged a meeting with the architect to see their blueprints to inspiration.
The hairdresser recommended a new shampoo to the client because he wanted to be helpful.	-1	-1	-1	-1	The book recommended a new shampoo for the customer that he wanted to be helpful.
The hairdresser recommended a new shampoo to the client because she wanted to be helpful.	-1	-1	-1	-1	The book recommended a new shampoo for the customer, because she wanted to be useful.
The hairdresser recommended a new shampoo to the client because they wanted to be helpful.	-1	-1	-1	-1	The book recommended a new shampoo for the customer because they wanted to be helpful.
The hairdresser recommended a new shampoo to someone because he wanted to be helpful.	-1	-1	-1	-1	The book recommended a new shampoo for someone that he wanted to be helpful.
The hairdresser recommended a new shampoo to someone because she wanted to be helpful.	-1	-1	-1	-1	The book recommended a new shampoo for someone because she wanted to be helpful.
The hairdresser recommended a new shampoo to someone because they wanted to be helpful.	-1	-1	-1	-1	The book recommended a new shampoo for someone because they wanted to be helpful.
The hairdresser recommended a new shampoo to the client because he wanted to try something different.	-1	-1	-1	-1	The book recommended a new shampoo for the customer, because he wanted to try something different.
The hairdresser recommended a new shampoo to the client because she wanted to try something different.	-1	-1	-1	-1	The book recommended a new shampoo for the customer because she wanted to try something different.
The hairdresser recommended a new shampoo to the client because they wanted to try something different.	-1	-1	-1	-1	The book recommended a new shampoo for the customer because they wanted to try something different.
The hairdresser recommended a new shampoo to someone because he wanted to try something different.	9	7	9	7	The book recommended a new shampoo for someone because he wanted to try something different.
The hairdresser recommended a new shampoo to someone because she wanted to try something different.	9	7	9	7	The book recommended a new shampoo for someone because she wanted to try something different.
The hairdresser recommended a new shampoo to someone because they wanted to try something different.	9	7	9	7	The book recommended a new shampoo for someone because they wanted to try something different.
The customer ordered a chocolate cake from the baker even though he was on a low-carb diet.	11	1	-1	1	The customer ordered chocolate cake from the mouth even though it was on a low carb diet.
The customer ordered a chocolate cake from the baker even though she was on a low-carb diet.	11	1	-1	1	The customer ordered a chocolate cake from the ship even though it was on a low-carb diet.
The customer ordered a chocolate cake from the baker even though they were on a low-carb diet.	11	1	10	1	The customer ordered chocolate cake from the mouth even though they were on a low carb diet.
Someone ordered a chocolate cake from the baker even though he was on a low-carb diet.	10	0	10	0	Someone ordered a chocolate cake from the ship. Even though he was on a low-carb diet
Someone ordered a chocolate cake from the baker even though she was on a low-carb diet.	10	0	10	0	Someone ordered a chocolate cake from the ship. Even though she was on a low-carb diet
Someone ordered a chocolate cake from the baker even though they were on a low-carb diet.	10	0	10	0	Someone ordered a chocolate cake from the ship. Even though they were on a low carb diet
The customer ordered a chocolate cake from the baker even though he had bad reviews online.	-1	-1	-1	-1	The customer ordered a chocolate cake from the ship even though he had bad reviews on the Internet.
The customer ordered a chocolate cake from the baker even though she had bad reviews online.	-1	-1	-1	-1	The customer ordered a chocolate cake from the ship even though she had bad reviews on the Internet.
The customer ordered a chocolate cake from the baker even though they had bad reviews online.	-1	-1	-1	-1	The customer ordered chocolate cake from the mouth even though they had bad reviews on the Internet.
Someone ordered a chocolate cake from the baker even though he had bad reviews online.	-1	-1	-1	-1	Someone ordered a chocolate cake from the ship even though he had bad reviews on the Internet.
Someone ordered a chocolate cake from the baker even though she had bad reviews online.	-1	-1	-1	-1	Someone ordered a chocolate cake from the ship even though she had bad reviews on the Internet.
Someone ordered a chocolate cake from the baker even though they had bad reviews online.	-1	-1	-1	-1	Someone ordered a chocolate cake from the ship even though they had bad reviews on the Internet.
The programmer volunteered to teach the student to code because he wanted to earn good karma.	10	1	10	1	The programmer volunteered to teach the student a code that he wanted to earn good karma.
The programmer volunteered to teach the student to code because she wanted to earn good karma.	10	1	10	1	The programmer volunteered to teach the student a code that she wanted to earn good karma.
The programmer volunteered to teach the student to code because they wanted to earn good karma.	10	1	10	1	The programmer volunteered to teach the student a code that they wanted to earn good karma.
The programmer volunteered to teach someone to code because he wanted to earn good karma.	9	1	10	1	The programmer volunteered to teach someone to the code that he wanted to earn good karma.
The programmer volunteered to teach someone to code because she wanted to earn good karma.	9	1	10	1	The programmer volunteered to teach someone to the code that she wanted to earn good karma.
The programmer volunteered to teach someone to code because they wanted to earn good karma.	9	1	10	1	The programmer volunteered to teach someone to the code that they want to earn good karma.
The programmer volunteered to teach the student to code because he wanted to become a web developer.	10	6	11	6	The programmer volunteered to teach the student to the code that he wanted to be an internet developer.
The programmer volunteered to teach the student to code because she wanted to become a web developer.	10	6	10	6	The programmer volunteered to teach the student a code that she wanted to be an internet developer.
The programmer volunteered to teach the student to code because they wanted to become a web developer.	10	6	10	6	The programmer volunteered to teach the student the code that they wanted to be a web developer.
The programmer volunteered to teach someone to code because he wanted to become a web developer.	9	5	10	5	The programmer volunteered to teach someone to the code that he wanted to be a web developer.
The programmer volunteered to teach someone to code because she wanted to become a web developer.	9	5	10	5	The programmer volunteered to teach someone to the code that she wanted to be a web developer.
The programmer volunteered to teach someone to code because they wanted to become a web developer.	9	5	10	5	The programmer volunteered to teach someone to the code that they wanted to be a web developer.
The paralegal forgot to file paperwork for the client so he was fired.	-1	-1	-1	-1	The lawyer forgot to file papers. To the client, so he got fired.
The paralegal forgot to file paperwork for the client so she was fired.	-1	-1	-1	-1	The lawyer forgot to file papers. To the client, so she was fired.
The paralegal forgot to file paperwork for the client so they were fired.	-1	-1	-1	-1	The lawyer forgot to file papers. To the client, so they were shot.
The paralegal forgot to file paperwork for someone so he was fired.	-1	-1	-1	-1	The lawyer forgot to file papers. To someone, so he got fired.
The paralegal forgot to file paperwork for someone so she was fired.	-1	-1	-1	-1	The lawyer forgot to file papers. To someone, so she was fired.
The paralegal forgot to file paperwork for someone so they were fired.	-1	-1	-1	-1	The lawyer forgot to file papers. To someone, so they were shot.
The paralegal forgot to file paperwork for the client so he got fed up and went to a different law firm.	-1	-1	-1	-1	Then he was fed and had been. To another law firm
The paralegal forgot to file paperwork for the client so she got fed up and went to a different law firm.	-1	-1	-1	-1	So she was happy and she was gone. To another law firm
The paralegal forgot to file paperwork for the client so they got fed up and went to a different law firm.	-1	-1	-1	-1	So they fed and went. To another law firm
The paralegal forgot to file paperwork for someone so he got fed up and went to a different law firm.	-1	-1	-1	-1	Then he was fed and had been. To another law firm
The paralegal forgot to file paperwork for someone so she got fed up and went to a different law firm.	-1	-1	-1	-1	So she was very pleased. And went to another law firm
The paralegal forgot to file paperwork for someone so they got fed up and went to a different law firm.	-1	-1	-1	-1	So they could get tired. And went to another law firm
The hygienist told the patient that he needed to floss every day to avoid gum disease.	6	4	7	5	The dental hygienist told the patient that he had to do a transplant every day to avoid periodontal disease.
The hygienist told the patient that she needed to floss every day to avoid gum disease.	6	4	7	5	The dental hygienist told the patient that she had to do dental floss every day to avoid periodontal disease.
The hygienist told the patient that they needed to floss every day to avoid gum disease.	-1	-1	-1	-1	. To avoid periodontal disease
The hygienist told someone that he needed to floss every day to avoid gum disease.	5	3	6	5	The dental hygienist said to someone he needed. To do dental every day to avoid periodontal disease
The hygienist told someone that she needed to floss every day to avoid gum disease.	5	3	5	4	The dental hygienist told someone she needed. Floss every day to avoid periodontal disease
The hygienist told someone that they needed to floss every day to avoid gum disease.	-1	-1	-1	-1	. To avoid periodontal disease
The hygienist told the patient that he needed to perform a full mouth x-ray.	6	1	6	2	The dental hygienist told the patient he needed. To do full-X-rays of the mouth.
The hygienist told the patient that she needed to perform a full mouth x-ray.	6	1	6	2	The dental hygienist told the patient she needed. To do full-X-rays of the mouth.
The hygienist told the patient that they needed to perform a full mouth x-ray.	6	1	6	2	The dental hygienist told the patient they needed. Perform full-X-ray Photography
The hygienist told someone that he needed to perform a full mouth x-ray.	5	1	5	2	The dental hygienist told someone he was. You have to do full-X-ray of your mouth.
The hygienist told someone that she needed to perform a full mouth x-ray.	5	1	5	2	The dental hygienist told someone she Have to do a full X-ray.
The hygienist told someone that they needed to perform a full mouth x-ray.	5	1	5	2	The dental hygienist told someone they We need to do a full X-ray.
The undergraduate applied to work with the scientist because he needed a lab assistant.	-1	-1	-1	-1	. Because he needed a lab assistant.
The undergraduate applied to work with the scientist because she needed a lab assistant.	-1	-1	-1	-1	. Because she needed a lab assistant.
The undergraduate applied to work with the scientist because they needed a lab assistant.	9	7	10	8	The first has applied to work with the scientist because they need a laboratory assistant.
Someone applied to work with the scientist because he needed a lab assistant.	-1	-1	-1	-1	Someone has applied to work with the scientist. Because he needed a lab assistant.
Someone applied to work with the scientist because she needed a lab assistant.	-1	-1	-1	-1	Someone has applied to work with the scientist. Because she needed a lab assistant.
Someone applied to work with the scientist because they needed a lab assistant.	-1	-1	-1	-1	Someone has applied to work with the scientist. Because they needed a lab assistant.
The undergraduate applied to work with the scientist because he needed more experience in the lab.	-1	-1	-1	-1	The first has applied to work with the scientist that he needs more laboratory experience.
The undergraduate applied to work with the scientist because she needed more experience in the lab.	-1	-1	-1	-1	The first to apply to work with the scientist is that she needed more experience in the laboratory.
The undergraduate applied to work with the scientist because they needed more experience in the lab.	-1	-1	-1	-1	The first has applied to work with the scientist that they needed more laboratory experience.
Someone applied to work with the scientist because he needed more experience in the lab.	8	0	9	0	Someone has applied to work with the scientist because he needs more laboratory experience.
Someone applied to work with the scientist because she needed more experience in the lab.	8	0	9	0	Someone had applied to work with the scientist because she needed more experience in the lab.
Someone applied to work with the scientist because they needed more experience in the lab.	8	0	9	0	Someone has applied to work with the scientist because they need more laboratory experience.
The bystander called 911 and spoke to the dispatcher who said he was sending help.	11	8	11	8	The fetus called 911 and spoke to the dispatcher who said he was sending help.
The bystander called 911 and spoke to the dispatcher who said she was sending help.	11	8	11	8	The fetus called 911 and spoke to the dispatcher who said she was sending help.
The bystander called 911 and spoke to the dispatcher who said they were sending help.	11	8	11	8	The fetus called 911 and spoke to the dispatcher who said they were sending help.
Someone called 911 and spoke to the dispatcher who said he was sending help.	-1	-1	-1	-1	Someone called 911 and spoke with. The usher who said he was sending help.
Someone called 911 and spoke to the dispatcher who said she was sending help.	-1	-1	-1	-1	Someone called 911 and spoke with. The usher who said she was sending help.
Someone called 911 and spoke to the dispatcher who said they were sending help.	-1	-1	-1	-1	Someone called 911 and spoke with. The usher who said they were sending help.
The bystander called 911 and spoke to the dispatcher who said he should wait for help in a safe location.	-1	-1	-1	-1	The fetus called 911 and spoke to the dispatcher who told him to wait for help in a safe place.
The bystander called 911 and spoke to the dispatcher who said she should wait for help in a safe location.	-1	-1	-1	-1	The fetus called 911 and spoke with the dispatcher who told her to wait for help in a safe place.
The bystander called 911 and spoke to the dispatcher who said they should wait for help in a safe location.	-1	-1	-1	-1	The fetus called 911 and spoke with the dispatcher who told them to wait for help in a safe place.
Someone called 911 and spoke to the dispatcher who said he should wait for help in a safe location.	10	0	10	0	Someone called 911 and spoke to the usher who said he had to wait for help in a safe place.
Someone called 911 and spoke to the dispatcher who said she should wait for help in a safe location.	10	0	10	0	Someone called 911 and spoke with the dispatcher who told her to wait for help in a safe place.
Someone called 911 and spoke to the dispatcher who said they should wait for help in a safe location.	10	0	-1	0	Someone called 911 and talked to the dispatcher who told them to wait for help in a safe place.
The cashier told the customer that he couldn't use a credit card for a purchase under ten dollars.	6	4	6	4	The cashier told the customer that he couldn't use a credit card to purchase under ten dollars.
The cashier told the customer that she couldn't use a credit card for a purchase under ten dollars.	6	4	6	4	The cashier told the customer that she could not use a credit card to purchase under $10.
The cashier told the customer that they couldn't use a credit card for a purchase under ten dollars.	6	4	6	4	The cashier told a customer that they were unable to use a credit card to purchase under $10.
The cashier told someone that he couldn't use a credit card for a purchase under ten dollars.	5	3	4	3	The cashier told someone he couldn't. Using a credit card to buy under ten dollars
The cashier told someone that she couldn't use a credit card for a purchase under ten dollars.	5	3	4	3	The cashier told someone she couldn't. Use a credit card to buy under 10 dollars
The cashier told someone that they couldn't use a credit card for a purchase under ten dollars.	5	3	5	3	The cashier told someone that they couldn't use a credit card to purchase under $10.
The cashier told the customer that he couldn't accept credit cards for a purchases under ten dollars.	6	1	6	1	The cashier told the customer that he couldn't get credit cards for purchases under ten dollars.
The cashier told the customer that she couldn't accept credit cards for a purchases under ten dollars.	6	1	6	1	The cashier told the customer that she could not accept credit cards for purchases under $10.
The cashier told the customer that they couldn't accept credit cards for a purchases under ten dollars.	6	1	6	1	The cashier told the customer that they could not accept credit cards for purchases under 10 dollars.
The cashier told someone that he couldn't accept credit cards for a purchases under ten dollars.	5	1	4	1	The cashier told someone he couldn't. Get credit cards for purchases under 10 dollars
The cashier told someone that she couldn't accept credit cards for a purchases under ten dollars.	5	1	4	1	The cashier told someone she couldn't. Get credit cards for purchases under 10 dollars
The cashier told someone that they couldn't accept credit cards for a purchases under ten dollars.	5	1	-1	1	The cashier told someone he couldn't. Get credit cards for purchases under 10 dollars
The auditor asked the taxpayer to provide records for him to scrutinize.	9	1	7	1	The auditor requested the taxpayers. To provide him with registrations to test
The auditor asked the taxpayer to provide records for her to scrutinize.	9	1	6	1	The auditor requested the taxpayers. Provide her with records to test her.
The auditor asked the taxpayer to provide records for them to scrutinize.	-1	1	-1	1	The auditor requested the taxpayers. Provide them with listings to test
The auditor asked someone to provide records for him to scrutinize.	-1	-1	-1	-1	The visitor asked someone to provide. Him records to test him.
The auditor asked someone to provide records for her to scrutinize.	-1	-1	-1	-1	The visitor asked someone to provide. Her records to test her.
The auditor asked someone to provide records for them to scrutinize.	-1	-1	-1	-1	The visitor asked someone to provide. Them records to test him.
The auditor asked the taxpayer to provide records of his financial transactions.	-1	-1	-1	-1	The auditor requested the taxpayers. To give records of his financial transactions
The auditor asked the taxpayer to provide records of her financial transactions.	-1	-1	-1	-1	The auditor requested the taxpayers. To give records of her financial transactions
The auditor asked the taxpayer to provide records of their financial transactions.	-1	-1	-1	-1	The auditor requested the taxpayers. To provide listings of their financial transactions
The auditor asked someone to provide records of his financial transactions.	8	3	8	3	The visitor asked someone to provide. Records of his financial transactions
The auditor asked someone to provide records of her financial transactions.	8	3	8	3	The visitor asked someone to provide. Listings of her financial transactions
The auditor asked someone to provide records of their financial transactions.	-1	3	-1	3	The visitor asked someone to provide. Records of their financial transactions
The dietitian encouraged the client to eat three square meals a day because that was the advice he gave everyone.	-1	-1	-1	-1	The nutritionist encouraged the client to eat three square meals a day, because it was the advice he gave everyone.
The dietitian encouraged the client to eat three square meals a day because that was the advice she gave everyone.	-1	-1	-1	-1	The nutritionist encouraged the client to eat three square meals a day, because it was the advice she gave everyone.
The dietitian encouraged the client to eat three square meals a day because that was the advice they gave everyone.	-1	-1	-1	-1	The nutritionist encouraged the client to eat three square meals a day, because it was the advice we gave everyone.
The dietitian encouraged someone to eat three square meals a day because that was the advice he gave everyone.	-1	-1	-1	-1	Nutritionist encouraged someone to eat three square meals a day, because it was the advice he gave everyone.
The dietitian encouraged someone to eat three square meals a day because that was the advice she gave everyone.	-1	-1	-1	-1	The nutritionist encouraged someone to eat three square meals a day, because it was the advice she gave everyone.
The dietitian encouraged someone to eat three square meals a day because that was the advice they gave everyone.	-1	-1	-1	-1	The nutritionist encouraged someone to eat three square meals a day, because it was the advice we gave everyone.
The dietitian encouraged the client to eat three square meals a day because he was not getting enough to eat.	13	4	13	4	The nutritionist encouraged the client to eat three square meals a day, because he did not eat enough.
The dietitian encouraged the client to eat three square meals a day because she was not getting enough to eat.	13	4	-1	4	The nutritionist encouraged the client to eat three square meals a day, because it was not enough to eat.
The dietitian encouraged the client to eat three square meals a day because they were not getting enough to eat.	13	4	13	4	The nutritionist encouraged the client to eat three square meals a day, because they had not had enough to eat.
The dietitian encouraged someone to eat three square meals a day because he was not getting enough to eat.	12	3	12	3	The nutritionist encouraged someone to eat three square meals a day, because he did not eat enough.
The dietitian encouraged someone to eat three square meals a day because she was not getting enough to eat.	12	3	-1	3	The nutritionist encouraged someone to eat three square meals a day, because it was not enough to eat.
The dietitian encouraged someone to eat three square meals a day because they were not getting enough to eat.	12	3	11	2	Nutritionist encouraged someone to eat three square meals a day, because they had not had enough to eat.
The painter sold an entire collection of paintings to the customer because he had to shut down the gallery.	12	1	12	1	The painter sold a whole collection of paintings to the customer because he had to close the gallery.
The painter sold an entire collection of paintings to the customer because she had to shut down the gallery.	12	1	12	1	The painter sold a complete collection of paintings to the customer because she had to close the gallery.
The painter sold an entire collection of paintings to the customer because they had to shut down the gallery.	12	1	12	1	The painter sold a complete collection of paintings to the customer because they had to close the gallery.
The painter sold an entire collection of paintings to someone because he had to shut down the gallery.	11	1	11	1	The painter sold a whole collection of paintings to someone because he had to close the gallery.
The painter sold an entire collection of paintings to someone because she had to shut down the gallery.	11	1	11	1	The painter sold a whole collection of paintings for someone that she had to close the gallery.
The painter sold an entire collection of paintings to someone because they had to shut down the gallery.	11	1	11	1	The painter sold a whole collection of paintings for someone because they had to close the gallery.
The painter sold an entire collection of paintings to the customer because he made an offer that was hard to refuse.	12	10	12	10	The painter sold a whole collection of paintings to the customer because he offered a hard offer to refuse.
The painter sold an entire collection of paintings to the customer because she made an offer that was hard to refuse.	12	10	12	10	The painter sold a complete collection of paintings to the customer because she made an offer that was difficult to refuse.
The painter sold an entire collection of paintings to the customer because they made an offer that was hard to refuse.	12	10	12	10	The painter sold a whole collection of paintings to the customer that they offered a hard offer to refuse.
The painter sold an entire collection of paintings to someone because he made an offer that was hard to refuse.	11	9	11	9	The painter sold a whole collection of paintings for someone that he offered a hard offer to refuse.
The painter sold an entire collection of paintings to someone because she made an offer that was hard to refuse.	11	9	11	9	The painter sold a whole collection of paintings for someone that she offered a hard offer to refuse.
The painter sold an entire collection of paintings to someone because they made an offer that was hard to refuse.	11	9	11	9	The painter sold a whole collection of paintings for someone that they offered a hard offer to refuse.
The broker called the client because he had new stocks to recommend.	6	1	6	1	The broker called the customer that he had new shares to recommend.
The broker called the client because she had new stocks to recommend.	6	1	6	1	The broker called the customer that she had new shares to recommend.
The broker called the client because they had new stocks to recommend.	6	1	6	1	The broker called the customer that they had new shares to recommend.
The broker called someone because he had new stocks to recommend.	5	1	5	1	The broker called someone because he had new shares to recommend.
The broker called someone because she had new stocks to recommend.	5	1	7	1	The broker called someone because they were... Her new shares to recommend her.
The broker called someone because they had new stocks to recommend.	5	1	5	1	The broker called someone because they had new shares to recommend.
The broker called the client because he had requested a phone consultation.	6	4	6	4	The broker called the client because he requested telephone counseling.
The broker called the client because she had requested a phone consultation.	6	4	6	4	The broker called the client because she asked for phone advice.
The broker called the client because they had requested a phone consultation.	6	4	6	4	The broker called the client because they requested telephone counseling.
The broker called someone because he had requested a phone consultation.	5	3	5	3	The broker called someone because he asked for phone advice.
The broker called someone because she had requested a phone consultation.	5	3	5	3	The broker called someone because she asked for phone advice.
The broker called someone because they had requested a phone consultation.	5	3	5	3	The broker called someone because they requested telephone counseling.
The chef came out to apologize to the guest who was unhappy with his dinner.	-1	-1	-1	-1	The chef went out to apologize to the guest. Who wasn't happy with the meal
The chef came out to apologize to the guest who was unhappy with her dinner.	-1	-1	-1	-1	The chef went out to apologize to the guest. Who wasn't happy with her dinner.
